[Header]
TITLE,20220201-VERTICAL_2.Dat
BYAPP,HeatCapacity,3.9.6,1.7
INFO,2.8,MASS:Sample Mass (mg)
INFO,,MASSERR:Sample Mass Error (mg)
INFO,985.272,MOLWGHT:Formula Weight (g/mole)
INFO,,ATOMS:Atoms per Formula Unit
INFO,PPMS Heat Capacity Option 3.9.6 Build 3,APPNAME
DATATYPE,TIME,1
DATATYPE,COMMENT,2
STARTUPAXIS, X, 8, LINEAR, AUTO
STARTUPAXIS, Y1, 10, LINEAR, AUTO
[Data]
Time Stamp (Seconds),Comment (),System Status (Code),Puck Temp (Kelvin),System Temp (Kelvin),Field (Oersted),Pressure (Torr),Sample Temp (Kelvin),Temp Rise (Kelvin),Samp HC (J/mole-K),Samp HC Err (J/mole-K),Addenda HC (µJ/K),Addenda HC Err (µJ/K),Total HC (µJ/K),Total HC Err (µJ/K),Fit Deviation (ChiSquare),Time Const tau1 (seconds),Time Const tau2 (seconds),Sample Coupling (Percent),Debye Temp (Kelvin),Debye Temp Err (Kelvin),Cal Correction (Factor),Therm Resist (Ohms),Htr Resist (Ohms),Puck Resist (Ohms),Wire Cond (W/K),Meas Time (seconds),Temp Squared (K^2),Samp HC/Temp (J/mole-K/K),Addenda Offset HC (µJ/K)
3852968943.81504,,1857,15.7996,15.7996,999.83057,9.8999999E-6,15.941029,0.33542807,21.10697,0.04718,45.915164,0.09131,105.89811,0.1341,0.35417109,5.8747107,0.023601242,98.373579,,,1,,,,1.8122103E-5,11.888261,254.11639,1.3240658,0
3852969092.75079,,1857,15.4996,15.4996,999.81848,9.8999999E-6,15.63721,0.32900584,20.570245,0.04446,43.932513,0.08486,102.39016,0.1264,0.32297097,5.7976284,0.022943051,98.393484,,,1,,,,1.7755066E-5,11.749421,244.52233,1.3154678,0
3852969243.48753,,1857,15.1991,15.1991,999.83057,9.8999999E-6,15.333831,0.32235473,20.033427,0.0409,42.000717,0.08105,98.932808,0.1162,0.50177222,5.7258783,0.022301596,98.414161,,,1,,,,1.7370752E-5,11.595257,235.12638,1.3064854,0
3852969394.30985,,1857,14.8998,14.8998,999.83057,9.8999999E-6,15.030075,0.31582988,19.504679,0.04189,40.12027,0.07953,95.549736,0.119,0.53025277,5.6520326,0.020418452,98.523959,,,1,,,,1.6990919E-5,11.451757,225.90315,1.29771,0
3852969543.22462,,1857,14.5998,14.5998,999.81848,9.8999999E-6,14.726799,0.30926013,18.998018,0.03997,38.297739,0.07929,92.287349,0.1136,0.53489318,5.5984123,0.021196238,98.447994,,,1,,,,1.6573838E-5,11.304065,216.87861,1.2900304,0
3852969692.98734,,1857,14.2997,14.2997,999.84253,9.8999999E-6,14.423925,0.30272527,18.543075,0.03781,36.523042,0.0788,89.219769,0.1074,0.46501222,5.5356672,0.020093196,98.505442,,,1,,,,1.6202877E-5,11.196825,208.04961,1.2855776,0
3852969842.47351,,1857,14.0011,14.0011,999.80658,9.8999999E-6,14.120762,0.29606283,18.085147,0.03561,34.786327,0.07653,86.181689,0.1012,0.37895793,5.4748473,0.019000897,98.564105,,,1,,,,1.582323E-5,11.071334,199.39592,1.2807487,0
3852969989.89496,,1857,13.6996,13.6996,999.81848,9.8999999E-6,13.817638,0.28898671,17.663006,0.03413,33.10039,0.07209,83.296089,0.097,0.42421132,5.4304802,0.019540734,98.50342,,,1,,,,1.5423559E-5,10.949695,190.92713,1.2782941,0
3852970137.61979,,1857,13.3999,13.3999,999.83057,9.8999999E-6,13.512759,0.2825878,17.252909,0.03286,31.419791,0.06625,80.450054,0.09339,0.30928899,5.3806296,0.018476158,98.562578,,,1,,,,1.5033064E-5,10.86096,182.59466,1.2767865,0
3852970285.54336,,1857,13.1007,13.1007,999.84253,9.8999999E-6,13.210517,0.27579644,16.863875,0.02947,29.781635,0.0601,77.706318,0.08376,0.44148704,5.3316055,0.017810445,98.591412,,,1,,,,1.4654128E-5,10.761259,174.51776,1.2765492,0
3852970433.01548,,1857,12.8,12.8,999.84253,9.8999999E-6,12.907748,0.26919586,16.497056,0.0283,28.171693,0.05453,75.053931,0.08044,0.34835963,5.2984044,0.01713,98.625159,,,1,,,,1.4242683E-5,10.663211,166.60996,1.2780739,0
3852970581.04135,,1857,12.4999,12.4999,999.81848,9.8999999E-6,12.605324,0.26281539,16.130849,0.02576,26.607879,0.05043,72.44941,0.07321,0.5724388,5.2590659,0.016577182,98.647124,,,1,,,,1.3851978E-5,10.596809,158.8942,1.2796854,0
3852970729.80445,,1857,12.1998,12.1998,999.81848,9.8999999E-6,12.302537,0.25640029,15.790624,0.0244,25.10216,0.04867,69.976822,0.06934,0.44637717,5.2401723,0.016193661,98.659739,,,1,,,,1.3428751E-5,10.518132,151.35241,1.2835259,0
3852970876.38823,,1857,11.9001,11.9001,999.83057,9.8999999E-6,11.997774,0.24986192,15.478622,0.02588,23.655299,0.04949,67.643297,0.07355,0.45459325,5.2173308,0.015425058,98.702454,,,1,,,,1.3037406E-5,10.480345,143.94657,1.2901246,0
3852971022.83396,,1857,11.5997,11.5997,999.83057,9.8999999E-6,11.694791,0.24310805,15.196982,0.02543,22.274719,0.05113,65.462334,0.07227,0.51774904,5.2042681,0.014602967,98.751993,,,1,,,,1.2647971E-5,10.434662,136.76813,1.2994659,0
3852971171.90366,,1857,11.3003,11.3003,999.83057,9.8999999E-6,11.391741,0.23644298,14.937712,0.02525,20.937654,0.05142,63.388462,0.07176,0.56187742,5.212642,0.014843927,98.714267,,,1,,,,1.2231764E-5,10.408536,129.77177,1.3112756,0
3852971319.63515,,1857,11.0001,11.0001,999.79462,9.8999999E-6,11.089478,0.22986254,14.734723,0.0244,19.634593,0.04875,61.508538,0.06934,0.54492671,5.2094332,0.013666309,98.793827,,,1,,,,1.1874133E-5,10.425284,122.97651,1.3287121,0
3852971468.1246,,1857,10.7002,10.7002,999.83057,9.8999999E-6,10.786501,0.22307569,14.532379,0.02297,18.362365,0.04395,59.661277,0.06527,0.48591427,5.2397662,0.014010702,98.745505,,,1,,,,1.1455749E-5,10.418866,116.3486,1.3472746,0
3852971617.08777,,1857,10.4003,10.4003,999.79462,9.8999999E-6,10.484325,0.21675501,14.360112,0.02009,17.132185,0.03867,57.941539,0.05709,0.61687479,5.2697688,0.013192596,98.797918,,,1,,,,1.1061612E-5,10.479532,109.92107,1.3696744,0
3852971765.91997,,1857,10.1001,10.1001,999.81848,9.8999999E-6,10.182048,0.21057825,14.176346,0.01849,15.94599,0.03433,56.233107,0.05254,0.5601906,5.3042712,0.012332747,98.855121,,,1,,,,1.0664644E-5,10.539538,103.6741,1.3922883,0
3852971939.61432,,1857,9.78577,9.78577,999.83057,9.8999999E-6,9.8276328,0.20314943,13.884416,0.02302,14.611416,0.03057,54.06891,0.06542,0.70033168,5.2437944,0.0083721906,99.189953,,,1,,,,1.0355944E-5,10.608542,96.582367,1.4127935,0
3852972089.03105,,1857,9.49975,9.49975,999.79462,9.8999999E-6,9.5170378,0.19332851,13.915893,0.01621,13.496802,0.02782,53.043751,0.04608,0.61404659,5.4411626,0.011296754,98.904165,,,1,,,,9.8087704E-6,10.487589,90.574009,1.4622085,0
3852972252.51276,,1857,9.18974,9.18974,999.78253,9.8999999E-6,9.2013572,0.18915725,13.78546,0.0183,12.411175,0.02495,51.58745,0.05201,0.14561649,5.4440852,0.0093696874,99.056588,,,1,,,,9.5280083E-6,10.882325,84.664974,1.4981985,0
3852972403.79616,,1857,8.89993,8.89993,999.81848,9.8999999E-6,8.9078254,0.18092653,13.798295,0.01409,11.447324,0.02229,50.660075,0.04003,0.29895985,5.6477443,0.010737375,98.910593,,,1,,,,9.0292714E-6,10.88817,79.349353,1.5490082,0
3852972556.50798,,1857,8.59998,8.59998,999.85455,9.8999999E-6,8.605031,0.17642533,13.77614,0.01388,10.493744,0.02,49.643533,0.03944,0.40513514,5.7868467,0.010442723,98.914535,,,1,,,,8.637339E-6,11.295489,74.046558,1.6009402,0
3852972710.5241,,1857,8.30048,8.30048,999.84253,9.8999999E-6,8.3016236,0.17001159,13.779551,0.0128,9.5903432,0.01865,48.749828,0.03637,0.65499845,5.9508682,0.010136167,98.91866,,,1,,,,8.2499359E-6,11.573693,68.916955,1.6598622,0
3852972866.64776,,1857,7.99985,7.99985,999.80658,9.8999999E-6,7.998535,0.16352087,13.799702,0.0116,8.7338536,0.01812,47.950604,0.03297,0.74587981,6.1190156,0.0093361174,98.972148,,,1,,,,7.8908462E-6,11.901736,63.976563,1.7252787,0
3852973023.93597,,1857,7.69984,7.69984,999.79462,9.8999999E-6,7.6955587,0.15699583,13.858312,0.01157,7.9177407,0.01771,47.301053,0.03288,1.0333727,6.3400281,0.0089523418,98.982796,,,1,,,,7.5139275E-6,12.238031,59.221624,1.8008195,0
3852973180.83639,,1857,7.40013,7.40013,999.83057,9.8999999E-6,7.392483,0.15048706,13.927115,0.01105,7.1455198,0.01671,46.72436,0.03141,1.1786372,6.5772984,0.0087861514,98.964079,,,1,,,,7.1573112E-6,12.680056,54.648805,1.8839563,0
3852973340.91181,,1857,7.09992,7.09992,999.79462,9.8999999E-6,7.0893886,0.14417634,14.01357,0.01105,6.4094215,0.01482,46.233954,0.03139,0.50765003,6.868332,0.0085022552,98.958032,,,1,,,,6.7841219E-6,13.154597,50.25943,1.9766966,0
3852973503.31261,,1857,6.79954,6.79954,999.84253,9.8999999E-6,6.7865742,0.13780004,14.117555,0.01056,5.7158869,0.01253,45.83593,0.03,1.388507,7.1889413,0.0078841559,98.989771,,,1,,,,6.4258013E-6,13.736664,46.057589,2.0802182,0
3852973667.28224,,1857,6.49981,6.49981,999.81848,9.8999999E-6,6.484626,0.13146217,14.223782,0.009471,5.0617838,0.01033,45.483708,0.02692,4.0029717,7.5361953,0.007496739,98.988221,,,1,,,,6.0841388E-6,14.377883,42.050374,2.1934622,0
3852973833.7016,,1857,6.1997,6.1997,999.81848,9.8999999E-6,6.1819223,0.12477058,14.379335,0.009884,4.449703,0.00861,45.313685,0.02809,1.4659484,7.9938599,0.0070995625,98.990665,,,1,,,,5.7156077E-6,15.072391,38.216164,2.3260297,0
3852974002.52487,,1857,5.90043,5.90043,999.83057,9.8999999E-6,5.8801378,0.11869635,14.531569,0.0101,3.8839759,0.007392,45.180585,0.02872,1.297532,8.4614549,0.00657414,99.004518,,,1,,,,5.3844665E-6,15.98772,34.576021,2.4712973,0
3852974174.71013,,1857,5.60017,5.60017,999.78253,9.8999999E-6,5.5785723,0.11217373,14.69285,0.009842,3.370197,0.006636,45.125145,0.02797,0.77961366,9.0031056,0.0060526275,99.020326,,,1,,,,5.0546625E-6,16.92291,31.120469,2.6338012,0
3852974352.01135,,1857,5.30017,5.30017,999.83057,9.8999999E-6,5.2749019,0.10592475,14.841221,0.01144,2.9077778,0.006267,45.084373,0.03252,0.92955974,9.6407249,0.0056206718,99.026593,,,1,,,,4.7167042E-6,18.006211,27.82459,2.8135539,0
3852974531.15954,,1857,4.99989,4.99989,999.81848,9.8999999E-6,4.973757,0.099653671,15.053238,0.01232,2.4954036,0.006062,45.27452,0.035,0.85246936,10.448612,0.0054924929,98.982478,,,1,,,,4.372855E-6,19.28145,24.738259,3.0265326,0
3852974718.94515,,1857,4.70002,4.70002,999.78253,9.8999999E-6,4.6735445,0.093649649,15.335931,0.01077,2.1182856,0.005749,45.700776,0.03059,0.90030486,11.339383,0.0048579522,99.022958,,,1,,,,4.0664508E-6,20.897224,21.842018,3.2814348,0
3852974914.27159,,1857,4.40019,4.40019,999.79462,9.8999999E-6,4.3724107,0.08624028,16.107016,0.01697,1.765544,0.005097,47.539345,0.04822,1.9368124,12.873919,0.0047496599,98.958999,,,1,,,,3.7287132E-6,22.678766,19.117975,3.6837839,0
3852975356.75445,,1857,4.09997,4.09997,999.83057,9.8999999E-6,4.0753685,0.082753051,34.171646,0.07296,1.4439837,0.004201,98.554841,0.2074,1.4569023,28.176907,0.0041622156,98.966744,,,1,,,,3.5331775E-6,53.129735,16.608629,8.3849216,0
3852975827.50997,,1857,3.80012,3.80012,999.77063,9.8999999E-6,3.7785175,0.078138613,20.637933,0.139,1.1567496,0.003283,59.806759,0.395,64.261465,18.378891,0.0067209681,98.036318,,,1,,,,3.316807E-6,37.349845,14.277194,5.4619128,0
3852976071.67168,,1857,3.50006,3.50006,999.84253,9.8999999E-6,3.4850695,0.082680035,14.817861,0.03109,0.9132831,0.002562,43.023494,0.08836,15.095124,14.920926,0.0029531628,99.03893,,,1,,,,2.9102441E-6,36.757783,12.145709,4.2518123,0
3852976293.06615,,1857,3.19994,3.19994,999.79462,9.8999999E-6,3.1852353,0.070445677,12.574131,0.01733,0.70729321,0.002069,36.441149,0.04926,5.2614538,14.125838,0.0025632093,99.038049,,,1,,,,2.6038494E-6,29.841851,10.145724,3.9476303,0
3852976507.1064,,1857,2.89991,2.89991,999.80658,9.8999999E-6,2.8871783,0.063504625,10.9174,0.01394,0.53899591,0.001737,31.564663,0.0396,1.4730366,13.763566,0.002243173,99.020019,,,1,,,,2.3152811E-6,28.251677,8.3357985,3.7813392,0
3852976717.0669,,1857,2.59973,2.59973,999.78253,9.8999999E-6,2.5931143,0.056961416,9.5540081,0.01217,0.40354724,0.00148,27.554651,0.03458,0.82054123,13.615293,0.0020684883,98.936567,,,1,,,,2.0449254E-6,27.527132,6.7242418,3.684376,0
3852976927.72962,,1857,2.29995,2.29995,999.83057,9.8999999E-6,2.3018612,0.050983888,8.3564054,0.009611,0.29565818,0.00125,24.043349,0.02731,0.50399342,13.587667,0.0017704981,98.915989,,,1,,,,1.7884182E-6,27.230585,5.2985651,3.630282,0
3852977138.7259,,1857,1.99997,1.99997,999.85455,9.8999999E-6,2.0113611,0.045417689,7.2628936,0.008724,0.2121909,0.001044,20.85228,0.02479,0.75058138,13.714633,0.0015917956,98.834643,,,1,,,,1.5380068E-6,27.175334,4.0455734,3.6109347,0
3852977578.66072,Error: Warning: Current field is 1999.769 Oe;
3852977578.68093,Error: but addenda was obtained at 0.14392263 Oe.
3852977689.22873,,1857,19.9993,19.9993,1999.7571,9.8999999E-6,20.178385,0.43148236,30.371532,0.08293,77.520355,0.1813,163.83184,0.2357,16.20754,7.1969872,0.040793415,97.748723,,,1,,,,2.2910297E-5,14.182561,407.16724,1.5051517,0
3852977847.77748,,1857,19.7001,19.7001,1999.769,9.8999999E-6,19.891126,0.42385906,29.59455,0.08102,75.163823,0.1767,159.26724,0.2303,0.26335268,6.9730938,0.030637317,98.250509,,,1,,,,2.2954168E-5,14.393974,395.65689,1.4878268,0
3852978003.13508,,1857,19.4,19.4,1999.781,9.8999999E-6,19.585373,0.41294918,28.845029,0.07894,72.682026,0.168,154.65541,0.2243,0.20666551,6.8891717,0.032511366,98.12093,,,1,,,,2.2570413E-5,13.946188,383.58684,1.4727842,0
3852978160.42002,,1857,19.1007,19.1007,1999.745,9.8999999E-6,19.281415,0.40689995,28.144162,0.07413,70.202837,0.1569,150.18446,0.2107,0.23737022,6.7950765,0.030533994,98.20879,,,1,,,,2.2216801E-5,13.778343,371.77296,1.4596523,0
3852978313.96643,,1857,18.8,18.8,1999.745,9.8999999E-6,18.977509,0.40012385,27.479676,0.07069,67.759695,0.1455,145.85295,0.2009,0.22604211,6.7028101,0.028977422,98.27468,,,1,,,,2.1869965E-5,13.590153,360.14584,1.4480128,0
3852978467.56577,,1857,18.5,18.5,1999.745,9.8999999E-6,18.673702,0.39371233,26.780403,0.06761,65.369825,0.1355,141.47584,0.1921,0.20991997,6.6044343,0.027809259,98.317859,,,1,,,,2.1527852E-5,13.40562,348.70713,1.434124,0
3852978621.71409,,1857,18.1998,18.1998,1999.8051,9.8999999E-6,18.369947,0.38713975,26.085323,0.06309,63.03369,0.1284,137.16439,0.1793,0.2500561,6.5193158,0.026762591,98.358311,,,1,,,,2.1142689E-5,13.208869,337.45495,1.4199999,0
3852978774.99343,,1857,17.8999,17.8999,1999.769,9.8999999E-6,18.065082,0.38066288,25.407613,0.06254,60.76556,0.1254,132.97031,0.1777,0.25411547,6.4485366,0.028771004,98.21507,,,1,,,,2.0731227E-5,13.038632,326.34718,1.4064488,0
3852978929.07215,,1857,17.6003,17.6003,1999.781,9.8999999E-6,17.761636,0.3749441,24.723296,0.06012,58.532897,0.1267,128.79291,0.1709,0.25735551,6.3678982,0.028969515,98.178448,,,1,,,,2.0337529E-5,12.897073,315.4757,1.3919492,0
3852979081.93964,,1857,17.3002,17.3002,1999.7571,9.8999999E-6,17.458244,0.36842479,24.098866,0.06032,56.342172,0.1292,124.82765,0.1714,0.29114848,6.2778337,0.02780224,98.224123,,,1,,,,1.9992568E-5,12.735796,304.7903,1.3803717,0
3852979233.48749,,1857,17,17,1999.8051,9.8999999E-6,17.154509,0.36173368,23.480971,0.05825,54.185802,0.1288,120.91531,0.1655,0.3118254,6.1937315,0.026524986,98.279859,,,1,,,,1.9626722E-5,12.555667,294.27718,1.3687929,0
3852979386.18519,,1857,16.6995,16.6995,1999.769,9.8999999E-6,16.851045,0.35513931,22.886561,0.05529,52.062432,0.1225,117.10272,0.1571,0.30254868,6.1088056,0.02466516,98.37493,,,1,,,,1.9267578E-5,12.387463,283.95773,1.3581686,0
3852979537.32955,,1857,16.4,16.4,1999.745,9.8999999E-6,16.547391,0.34858692,22.297184,0.05185,49.970778,0.112,113.33614,0.1474,0.36400865,6.0360497,0.025011598,98.329445,,,1,,,,1.8876674E-5,12.217611,273.81616,1.3474743,0
3852979689.0374,,1857,16.0994,16.0994,1999.7571,9.8999999E-6,16.243779,0.34215239,21.747168,0.04781,47.912318,0.1006,109.71461,0.1359,0.30203086,5.9581986,0.023667206,98.394599,,,1,,,,1.8509773E-5,12.072099,263.86034,1.3387999,0
3852979838.6575,,1857,15.7996,15.7996,1999.793,9.8999999E-6,15.940566,0.3355551,21.169673,0.04449,45.912716,0.0913,106.07385,0.1264,0.42238836,5.8882391,0.023631353,98.374539,,,1,,,,1.8110665E-5,11.916397,254.10164,1.3280377,0
3852979988.96579,,1857,15.5002,15.5002,1999.7571,9.8999999E-6,15.636886,0.32915984,20.640043,0.04408,43.931334,0.08486,102.58734,0.1253,0.31804396,5.8172888,0.023202713,98.380027,,,1,,,,1.773022E-5,11.776478,244.51219,1.3199587,0
3852980141.29877,,1857,15.1997,15.1997,1999.7211,9.8999999E-6,15.333393,0.32272598,20.096921,0.04089,41.998763,0.08105,99.111294,0.1162,0.34834041,5.7403032,0.022426505,98.408495,,,1,,,,1.7358951E-5,11.634578,235.11294,1.3106636,0
3852980290.75182,,1857,14.9001,14.9001,1999.793,9.8999999E-6,15.029838,0.31597598,19.581086,0.03954,40.120524,0.07953,95.767127,0.1124,0.4458592,5.6794131,0.022189676,98.403206,,,1,,,,1.6954901E-5,11.480606,225.89602,1.3028142,0
3852980441.14626,,1857,14.6007,14.6007,1999.769,9.8999999E-6,14.726292,0.30949022,19.088124,0.03903,38.295462,0.07929,92.541139,0.1109,0.31953578,5.6134062,0.021469274,98.430929,,,1,,,,1.6576384E-5,11.358826,216.86367,1.2961935,0
3852980591.56078,,1857,14.3004,14.3004,1999.793,9.8999999E-6,14.423098,0.30278872,18.619996,0.03699,36.519415,0.07879,89.434739,0.1051,0.38951178,5.5599847,0.021076187,98.438225,,,1,,,,1.6175109E-5,11.226812,208.02575,1.2909845,0
3852980740.59415,,1857,13.9998,13.9998,1999.781,9.8999999E-6,14.120769,0.29614015,18.172031,0.03563,34.786786,0.07653,86.42906,0.1013,0.4369946,5.487224,0.019010744,98.565211,,,1,,,,1.5833107E-5,11.119969,199.39613,1.2869009,0
3852980890.92177,,1857,13.6995,13.6995,1999.733,9.8999999E-6,13.817626,0.28909052,17.741033,0.03504,33.085497,0.07205,83.502937,0.09959,0.35756342,5.4453213,0.019456952,98.512309,,,1,,,,1.5419532E-5,10.974448,190.92679,1.2839422,0
3852981039.8116,,1857,13.3999,13.3999,1999.769,9.8999999E-6,13.512558,0.2824092,17.353681,0.03278,31.41923,0.06625,80.735874,0.09316,0.40207313,5.4025533,0.018571162,98.559138,,,1,,,,1.5025821E-5,10.890643,182.58923,1.2842632,0
3852981186.49371,,1857,13.0998,13.0998,1999.793,9.8999999E-6,13.209977,0.27594393,16.955617,0.03082,29.77985,0.0601,77.965251,0.08759,0.43023317,5.3587174,0.018638092,98.531655,,,1,,,,1.4632345E-5,10.805107,174.5035,1.2835462,0
3852981335.11038,,1857,12.8005,12.8005,1999.7571,9.8999999E-6,12.907349,0.26934496,16.597178,0.02906,28.171019,0.05453,75.33779,0.08257,0.57962333,5.3301754,0.018619158,98.512556,,,1,,,,1.421815E-5,10.717435,166.59965,1.2858705,0
3852981483.67564,,1857,12.4994,12.4994,1999.7211,9.8999999E-6,12.60528,0.26322155,16.25158,0.02716,26.609179,0.05044,72.79381,0.07719,0.46986226,5.2984406,0.017599851,98.571627,,,1,,,,1.3819131E-5,10.660351,158.89309,1.2892677,0
3852981630.66561,,1857,12.2003,12.2003,1999.733,9.8999999E-6,12.302795,0.25679032,15.904623,0.02575,25.104326,0.04867,70.302955,0.07316,0.43853447,5.2653947,0.016612733,98.628865,,,1,,,,1.3428853E-5,10.596881,151.35877,1.292765,0
3852981779.4696,,1857,11.9001,11.9001,1999.7571,9.8999999E-6,11.997271,0.24990143,15.595172,0.02998,23.653876,0.0495,67.97309,0.08519,0.63897044,5.2521073,0.015881846,98.669821,,,1,,,,1.3016459E-5,10.530789,143.93452,1.2998932,0
3852981928.14541,,1857,11.6006,11.6006,1999.7211,9.8999999E-6,11.694641,0.24339409,15.324505,0.02808,22.275112,0.05113,65.825132,0.07979,0.54757638,5.2451599,0.014964801,98.727593,,,1,,,,1.2620691E-5,10.504215,136.76462,1.310387,0
3852982075.94295,,1857,11.3003,11.3003,1999.733,9.8999999E-6,11.392194,0.23665088,15.092193,0.02756,20.940021,0.05143,63.829844,0.07832,0.69480838,5.241525,0.01397445,98.79188,,,1,,,,1.2245143E-5,10.49032,129.78209,1.3247837,0
3852982223.30067,,1857,10.9995,10.9995,1999.733,9.8999999E-6,11.089436,0.22990802,14.878099,0.02544,19.635787,0.04876,61.917184,0.07229,0.63540378,5.2648441,0.0149261,98.69192,,,1,,,,1.1833392E-5,10.48305,122.9756,1.3416461,0
3852982370.76571,,1857,10.7002,10.7002,1999.793,9.8999999E-6,10.787065,0.22333863,14.702241,0.02329,18.364972,0.04397,60.146606,0.06619,0.658599,5.2703571,0.012677619,98.866303,,,1,,,,1.1475547E-5,10.529688,116.36078,1.3629509,0
3852982520.16502,,1857,10.3992,10.3992,1999.7091,9.8999999E-6,10.484269,0.21666468,14.508778,0.02066,17.132874,0.03867,58.364716,0.05872,0.58108013,5.3190026,0.013866004,98.742869,,,1,,,,1.1042772E-5,10.540714,109.91989,1.3838618,0
3852982667.79679,,1857,10.0999,10.0999,1999.7211,9.8999999E-6,10.18218,0.21091748,14.326787,0.01956,15.947668,0.03433,56.662319,0.0556,0.59349776,5.3608081,0.013156458,98.785906,,,1,,,,1.0636972E-5,10.638005,103.67679,1.4070452,0
3852982843.52693,,1857,9.78391,9.78391,1999.733,9.8999999E-6,9.8269057,0.2030458,14.119371,0.02198,14.610069,0.03057,54.735272,0.06247,0.40359888,5.3288964,0.0092055991,99.116546,,,1,,,,1.0320694E-5,10.721616,96.568077,1.4368074,0
3852982993.93,,1857,9.49973,9.49973,1999.769,9.8999999E-6,9.5170114,0.19423604,14.092572,0.01669,13.498249,0.02782,53.547293,0.04742,0.50211473,5.5197897,0.012440074,98.80283,,,1,,,,9.7668681E-6,10.657793,90.573507,1.4807771,0
3852983158.44665,,1857,9.19195,9.19195,1999.733,9.8999999E-6,9.2004945,0.18971673,13.981137,0.01842,12.403213,0.02493,52.135576,0.05234,0.09720568,5.5052669,0.0094629156,99.050437,,,1,,,,9.5229464E-6,11.039579,84.649099,1.5196072,0
3852983310.82809,,1857,8.90015,8.90015,1999.6971,9.8999999E-6,8.9076174,0.18150692,13.997581,0.01391,11.442241,0.02228,51.221335,0.03953,0.9801683,5.7312021,0.010874567,98.903741,,,1,,,,8.997137E-6,11.010534,79.345648,1.571417,0
3852983462.73029,,1857,8.59927,8.59927,1999.7091,9.8999999E-6,8.6049955,0.17681708,13.977574,0.01318,10.494349,0.02001,50.216585,0.03745,0.83873176,5.8587137,0.010128675,98.951357,,,1,,,,8.6281998E-6,11.462404,74.045948,1.6243558,0
3852983616.44147,,1857,8.29995,8.29995,1999.7091,9.8999999E-6,8.3012993,0.17009579,13.981277,0.0128,9.5900138,0.01865,49.322772,0.03636,0.41055853,6.0257579,0.010075537,98.928978,,,1,,,,8.2429256E-6,11.717427,68.911569,1.6842275,0
3852983773.5395,,1857,8.00001,8.00001,1999.6971,9.8999999E-6,7.9984255,0.16397156,13.997686,0.01188,8.7305049,0.01811,48.509896,0.03377,0.99989354,6.2095229,0.0096097719,98.947497,,,1,,,,7.8681436E-6,12.051516,63.97481,1.7500552,0
3852983929.0049,,1857,7.69952,7.69952,1999.745,9.8999999E-6,7.6953557,0.15728734,14.052734,0.01159,7.9178085,0.01771,47.853639,0.03293,0.42035285,6.4205039,0.0090696613,98.972777,,,1,,,,7.5072049E-6,12.419046,59.218499,1.8261318,0
3852984084.87357,,1857,7.40018,7.40018,1999.7091,9.8999999E-6,7.3925762,0.1507235,14.114338,0.01115,7.1463465,0.01671,47.257247,0.03168,0.59528899,6.6709745,0.0089509306,98.94971,,,1,,,,7.1382533E-6,12.841008,54.650183,1.9092584,0
3852984244.84488,,1857,7.09994,7.09994,1999.745,9.8999999E-6,7.0892542,0.14455213,14.192197,0.01113,6.4096511,0.01482,46.741814,0.03162,1.442558,6.9612582,0.0085922555,98.951421,,,1,,,,6.7676073E-6,13.341949,50.257525,2.0019309,0
3852984406.30499,,1857,6.80029,6.80029,1999.745,9.8999999E-6,6.7867928,0.13818055,14.26269,0.009926,5.7167936,0.01253,46.249288,0.02821,1.1904158,7.2641598,0.0080575676,98.970329,,,1,,,,6.4177099E-6,13.922516,46.060556,2.1015361,0
3852984571.63904,,1857,6.50006,6.50006,1999.6851,9.8999999E-6,6.484234,0.13165204,14.375972,0.01035,5.0613467,0.01033,45.915774,0.02941,1.5313253,7.6313212,0.0075684374,98.982744,,,1,,,,6.0657557E-6,14.52832,42.045291,2.2170656,0
3852984738.93073,,1857,6.1996,6.1996,1999.733,9.8999999E-6,6.1823968,0.12552119,14.461476,0.009132,4.4492514,0.008609,45.546668,0.02595,1.2636204,8.0335645,0.0070225481,99.001959,,,1,,,,5.7161214E-6,15.262642,38.22203,2.3391375,0
3852984909.41746,,1857,5.89996,5.89996,1999.733,9.8999999E-6,5.8799009,0.11900878,14.562297,0.00983,3.8837134,0.007391,45.267647,0.02794,1.3691695,8.5001606,0.0066529627,98.995288,,,1,,,,5.3707132E-6,16.067129,34.573235,2.4766228,0
3852985081.8143,,1857,5.59939,5.59939,1999.7571,9.8999999E-6,5.5785328,0.1128084,14.650926,0.01035,3.3702725,0.006636,45.006077,0.02941,0.94395695,9.0125743,0.006180873,99.002945,,,1,,,,5.0367693E-6,17.000321,31.120028,2.6263045,0
3852985259.06781,,1857,5.29993,5.29993,1999.7211,9.8999999E-6,5.2748993,0.10653157,14.737268,0.01165,2.9078332,0.006267,44.78901,0.0331,1.65317,9.6123659,0.0057286019,99.010959,,,1,,,,4.7002418E-6,18.025149,27.824563,2.7938482,0
3852985440.6473,,1857,5.00025,5.00025,1999.733,9.8999999E-6,4.9738009,0.10030464,14.818749,0.0113,2.4953328,0.006062,44.608066,0.0321,1.7295945,10.27153,0.0053550264,99.005012,,,1,,,,4.3818039E-6,19.224732,24.738696,2.9793611,0
